年	州	州略号	州FIPSコード	州CENコード	州ICコード	役職	候補者	政党	主要政党	書き込み投票	候補者得票数	総投票数	バージョン
1992	テネシー	TN	47	62	54	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	841300	1982638	20171015
1996	テネシー	TN	47	62	54	アメリカ合衆国大統領	ロバート・ドール	共和党	共和党	FALSE	863530	1894105	20171015
2000	テネシー	TN	47	62	54	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	1061949	2076181	20171015
2004	テネシー	TN	47	62	54	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	1384375	2437319	20171015
2008	テネシー	TN	47	62	54	アメリカ合衆国大統領	ジョン・マケイン	共和党	共和党	FALSE	1479178	2599749	20171015
2012	テネシー	TN	47	62	54	アメリカ合衆国大統領	ミット・ロムニー	共和党	共和党	FALSE	1462330	2458577	20171015
2016	テネシー	TN	47	62	54	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	1522925	2508027	20171015
1976	テネシー	TN	47	62	54	アメリカ合衆国大統領	トーマス・J・アンダーソン	無所属	その他	FALSE	5769	1476346	20171015
1976	テネシー	TN	47	62	54	アメリカ合衆国大統領	ユージン・“ジーン”・マッカーシー	無所属	その他	FALSE	5004	1476346	20171015
1976	テネシー	TN	47	62	54	アメリカ合衆国大統領	レスター・マドックス	無所属	その他	FALSE	2303	1476346	20171015
1976	テネシー	TN	47	62	54	アメリカ合衆国大統領	ロジャー・マクブライド	無所属	その他	FALSE	1375	1476346	20171015
1976	テネシー	TN	47	62	54	アメリカ合衆国大統領	ガス・ホール	無所属	その他	FALSE	547	1476346	20171015
1976	テネシー	TN	47	62	54	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	無所属	その他	FALSE	512	1476346	20171015
1976	テネシー	TN	47	62	54	アメリカ合衆国大統領	ベンジャミン・“ベン”・ビュバー	無所属	その他	FALSE	442	1476346	20171015
1976	テネシー	TN	47	62	54	アメリカ合衆国大統領		無所属	その他	FALSE	316	1476346	20171015
1976	テネシー	TN	47	62	54	アメリカ合衆国大統領			その他	TRUE	230	1476346	20171015
1980	テネシー	TN	47	62	54	アメリカ合衆国大統領	ジョン・B・アンダーソン	無所属	その他	FALSE	35991	1617616	20171015
1980	テネシー	TN	47	62	54	アメリカ合衆国大統領	エドワード・“エド”・クラーク	リバタリアン党	その他	FALSE	7116	1617616	20171015
1980	テネシー	TN	47	62	54	アメリカ合衆国大統領	バリー・コモナー	市民党	その他	FALSE	1112	1617616	20171015
1980	テネシー	TN	47	62	54	アメリカ合衆国大統領	ベンジャミン・“ベン”・ビュバー	ステーツマン党	その他	FALSE	521	1617616	20171015
1980	テネシー	TN	47	62	54	アメリカ合衆国大統領	デイヴィッド・マクレイノルズ	社会党	その他	FALSE	519	1617616	20171015
1980	テネシー	TN	47	62	54	アメリカ合衆国大統領	ガス・ホール	共産党	その他	FALSE	503	1617616	20171015
1980	テネシー	TN	47	62	54	アメリカ合衆国大統領	クリフトン・デベリー	社会主義労働者党	その他	FALSE	490	1617616	20171015
1980	テネシー	TN	47	62	54	アメリカ合衆国大統領	ディアドラ・グリスウォルド	労働者世界党	その他	FALSE	400	1617616	20171015
1980	テネシー	TN	47	62	54	アメリカ合衆国大統領			その他	TRUE	152	1617616	20171015
1984	テネシー	TN	47	62	54	アメリカ合衆国大統領	デイヴィッド・バーグランド	リバタリアン党	その他	FALSE	3072	1711993	20171015
1984	テネシー	TN	47	62	54	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	無所属	その他	FALSE	1852	1711993	20171015
1984	テネシー	TN	47	62	54	アメリカ合衆国大統領	ボブ・リチャーズ	ポピュリスト党	その他	FALSE	1763	1711993	20171015
1984	テネシー	TN	47	62	54	アメリカ合衆国大統領	ガス・ホール	共産党	その他	FALSE	1036	1711993	20171015
1984	テネシー	TN	47	62	54	アメリカ合衆国大統領	ソニア・ジョンソン	市民党	その他	FALSE	978	1711993	20171015
1984	テネシー	TN	47	62	54	アメリカ合衆国大統領	メルヴィン・メイソン	社会主義労働者党	その他	FALSE	715	1711993	20171015
1984	テネシー	TN	47	62	54	アメリカ合衆国大統領	デニス・セレット	アライアンス党	その他	FALSE	524	1711993	20171015
1984	テネシー	TN	47	62	54	アメリカ合衆国大統領	その他		その他	FALSE	127	1711993	20171015
1988	テネシー	TN	47	62	54	アメリカ合衆国大統領		無所属	その他	FALSE	8938	1636250	20171015
1988	テネシー	TN	47	62	54	アメリカ合衆国大統領			その他	TRUE	285	1636250	20171015
1992	テネシー	TN	47	62	54	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	199968	1982638	20171015
1992	テネシー	TN	47	62	54	アメリカ合衆国大統領	その他	無所属	その他	FALSE	7688	1982638	20171015
1992	テネシー	TN	47	62	54	アメリカ合衆国大統領			その他	TRUE	161	1982638	20171015
1996	テネシー	TN	47	62	54	アメリカ合衆国大統領		無所属	その他	FALSE	121239	1894105	20171015
1996	テネシー	TN	47	62	54	アメリカ合衆国大統領			その他	TRUE	190	1894105	20171015
2000	テネシー	TN	47	62	54	アメリカ合衆国大統領		無所属	その他	FALSE	32084	2076181	20171015
2000	テネシー	TN	47	62	54	アメリカ合衆国大統領			その他	TRUE	428	2076181	20171015
2004	テネシー	TN	47	62	54	アメリカ合衆国大統領	その他	無所属	その他	FALSE	16428	2437319	20171015
2004	テネシー	TN	47	62	54	アメリカ合衆国大統領	その他		その他	TRUE	39	2437319	20171015
2008	テネシー	TN	47	62	54	アメリカ合衆国大統領		無所属	その他	FALSE	33134	2599749	20171015
2012	テネシー	TN	47	62	54	アメリカ合衆国大統領		無所属	その他	FALSE	23001	2458577	20171015
2012	テネシー	TN	47	62	54	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	6515	2458577	20171015
2012	テネシー	TN	47	62	54	アメリカ合衆国大統領	ヴァージル・ハムリン・グッド・Jr	憲法党	その他	FALSE	6022	2458577	20171015
2016	テネシー	TN	47	62	54	アメリカ合衆国大統領		無所属	その他	FALSE	100618	2508027	20171015
2016	テネシー	TN	47	62	54	アメリカ合衆国大統領			その他	TRUE	13789	2508027	20171015
1976	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	2082319	4071884	20171015
1980	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	1881147	4541636	20171015
1984	テキサス	TX	48	74	49	アメリカ合衆国大統領	ウォルター・モンデール	民主党	民主党	FALSE	1949276	5397571	20171015
1988	テキサス	TX	48	74	49	アメリカ合衆国大統領	マイケル・デュカキス	民主党	民主党	FALSE	2352748	5427410	20171015
1992	テキサス	TX	48	74	49	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	2281815	6154018	20171015
1996	テキサス	TX	48	74	49	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	2459683	5611644	20171015
2000	テキサス	TX	48	74	49	アメリカ合衆国大統領	アル・ゴア	民主党	民主党	FALSE	2433746	6407637	20171015
2004	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジョン・ケリー	民主党	民主党	FALSE	2832704	7410749	20171015
2008	テキサス	TX	48	74	49	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	3528633	8077795	20171015
2012	テキサス	TX	48	74	49	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	3308124	7993851	20171015
2016	テキサス	TX	48	74	49	アメリカ合衆国大統領	ヒラリー・クリントン	民主党	民主党	FALSE	3877868	8969226	20171015
1976	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジェラルド・フォード	共和党	共和党	FALSE	1953300	4071884	20171015
1980	テキサス	TX	48	74	49	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	2510705	4541636	20171015
1984	テキサス	TX	48	74	49	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	3433428	5397571	20171015
1988	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	3036829	5427410	20171015
1992	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	2496071	6154018	20171015
1996	テキサス	TX	48	74	49	アメリカ合衆国大統領	ロバート・ドール	共和党	共和党	FALSE	2736167	5611644	20171015
2000	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	3799639	6407637	20171015
2004	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	4526917	7410749	20171015
2008	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジョン・マケイン	共和党	共和党	FALSE	4479328	8077795	20171015
2012	テキサス	TX	48	74	49	アメリカ合衆国大統領	ミット・ロムニー	共和党	共和党	FALSE	4569843	7993851	20171015
2016	テキサス	TX	48	74	49	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	4685047	8969226	20171015
1976	テキサス	TX	48	74	49	アメリカ合衆国大統領	ユージン・“ジーン”・マッカーシー	無所属	その他	FALSE	20118	4071884	20171015
1976	テキサス	TX	48	74	49	アメリカ合衆国大統領	トーマス・J・アンダーソン	アメリカ党	その他	FALSE	11442	4071884	20171015
1976	テキサス	TX	48	74	49	アメリカ合衆国大統領			その他	TRUE	2982	4071884	20171015
1976	テキサス	TX	48	74	49	アメリカ合衆国大統領	ピーター・カメホ	社会主義労働者党	その他	FALSE	1723	4071884	20171015
1980	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジョン・B・アンダーソン	無所属	その他	FALSE	111613	4541636	20171015
1980	テキサス	TX	48	74	49	アメリカ合衆国大統領	エドワード・“エド”・クラーク	リバタリアン党	その他	FALSE	37643	4541636	20171015
1980	テキサス	TX	48	74	49	アメリカ合衆国大統領			その他	TRUE	528	4541636	20171015
1984	テキサス	TX	48	74	49	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	無所属	その他	FALSE	14613	5397571	20171015
1984	テキサス	TX	48	74	49	アメリカ合衆国大統領	その他		その他	FALSE	254	5397571	20171015
1988	テキサス	TX	48	74	49	アメリカ合衆国大統領	ロナルド・“ロン”・ポール	リバタリアン党	その他	FALSE	30355	5427410	20171015
1988	テキサス	TX	48	74	49	アメリカ合衆国大統領	レノーラ・フラーニ	新連合党	その他	FALSE	7208	5427410	20171015
1988	テキサス	TX	48	74	49	アメリカ合衆国大統領			その他	TRUE	270	5427410	20171015
1992	テキサス	TX	48	74	49	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	1354781	6154018	20171015
1992	テキサス	TX	48	74	49	アメリカ合衆国大統領	アンドレ・マルー	リバタリアン党	その他	FALSE	19699	6154018	20171015
1992	テキサス	TX	48	74	49	アメリカ合衆国大統領			その他	TRUE	1652	6154018	20171015
1996	テキサス	TX	48	74	49	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	378537	5611644	20171015
1996	テキサス	TX	48	74	49	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	20256	5611644	20171015
1996	テキサス	TX	48	74	49	アメリカ合衆国大統領	ハワード・フィリップス	米国納税者党	その他	FALSE	7472	5611644	20171015
1996	テキサス	TX	48	74	49	アメリカ合衆国大統領			その他	TRUE	5107	5611644	20171015
1996	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	4422	5611644	20171015
2000	テキサス	TX	48	74	49	アメリカ合衆国大統領	ラルフ・ネーダー	緑の党	その他	FALSE	137994	6407637	20171015
2000	テキサス	TX	48	74	49	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	23160	6407637	20171015
2000	テキサス	TX	48	74	49	アメリカ合衆国大統領		無所属	その他	FALSE	12394	6407637	20171015
2000	テキサス	TX	48	74	49	アメリカ合衆国大統領			その他	TRUE	704	6407637	20171015
2004	テキサス	TX	48	74	49	アメリカ合衆国大統領	マイケル・バドナリック	リバタリアン党	その他	FALSE	38787	7410749	20171015
2004	テキサス	TX	48	74	49	アメリカ合衆国大統領	その他		その他	TRUE	12341	7410749	20171015
2008	テキサス	TX	48	74	49	アメリカ合衆国大統領	ボブ・バー	リバタリアン党	その他	FALSE	56116	8077795	20171015
2008	テキサス	TX	48	74	49	アメリカ合衆国大統領			その他	TRUE	7967	8077795	20171015
2008	テキサス	TX	48	74	49	アメリカ合衆国大統領	ラルフ・ネーダー	無所属	その他	TRUE	5751	8077795	20171015
2012	テキサス	TX	48	74	49	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	88580	7993851	20171015
2012	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	24657	7993851	20171015
2012	テキサス	TX	48	74	49	アメリカ合衆国大統領			その他	TRUE	2647	7993851	20171015
2016	テキサス	TX	48	74	49	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	283492	8969226	20171015
2016	テキサス	TX	48	74	49	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	71558	8969226	20171015
2016	テキサス	TX	48	74	49	アメリカ合衆国大統領			その他	TRUE	51261	8969226	20171015
1976	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	182110	541218	20171015
1980	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	124266	604152	20171015
1984	ユタ	UT	49	87	67	アメリカ合衆国大統領	ウォルター・モンデール	民主党	民主党	FALSE	155369	629656	20171015
1988	ユタ	UT	49	87	67	アメリカ合衆国大統領	マイケル・デュカキス	民主党	民主党	FALSE	207343	647008	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	183429	743998	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	221633	665629	20171015
2000	ユタ	UT	49	87	67	アメリカ合衆国大統領	アル・ゴア	民主党	民主党	FALSE	203053	770754	20171015
2004	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョン・ケリー	民主党	民主党	FALSE	241199	927844	20171015
2008	ユタ	UT	49	87	67	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	327670	952370	20171015
2012	ユタ	UT	49	87	67	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	251813	1017440	20171015
2016	ユタ	UT	49	87	67	アメリカ合衆国大統領	ヒラリー・クリントン	民主党	民主党	FALSE	310674	1131317	20171015
1976	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジェラルド・フォード	共和党	共和党	FALSE	337908	541218	20171015
1980	ユタ	UT	49	87	67	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	439687	604152	20171015
1984	ユタ	UT	49	87	67	アメリカ合衆国大統領	ロナルド・レーガン	共和党	共和党	FALSE	469105	629656	20171015
1988	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	428442	647008	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョージ・H・W・ブッシュ	共和党	共和党	FALSE	322632	743998	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	ロバート・ドール	共和党	共和党	FALSE	361911	665629	20171015
2000	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	515096	770754	20171015
2004	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョージ・W・ブッシュ	共和党	共和党	FALSE	663742	927844	20171015
2008	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョン・マケイン	共和党	共和党	FALSE	596030	952370	20171015
2012	ユタ	UT	49	87	67	アメリカ合衆国大統領	ミット・ロムニー	共和党	共和党	FALSE	740600	1017440	20171015
2016	ユタ	UT	49	87	67	アメリカ合衆国大統領	ドナルド・J・トランプ	共和党	共和党	FALSE	515211	1131317	20171015
1976	ユタ	UT	49	87	67	アメリカ合衆国大統領	トーマス・J・アンダーソン	アメリカ党	その他	FALSE	13304	541218	20171015
1976	ユタ	UT	49	87	67	アメリカ合衆国大統領	ユージン・“ジーン”・マッカーシー	無所属	その他	FALSE	3907	541218	20171015
1976	ユタ	UT	49	87	67	アメリカ合衆国大統領	ロジャー・マクブライド	自由党（リベラル）	その他	FALSE	2438	541218	20171015
1976	ユタ	UT	49	87	67	アメリカ合衆国大統領	レスター・マドックス	憂慮する市民党	その他	FALSE	1162	541218	20171015
1976	ユタ	UT	49	87	67	アメリカ合衆国大統領	ピーター・カメホ	無所属	その他	FALSE	268	541218	20171015
1976	ユタ	UT	49	87	67	アメリカ合衆国大統領	ガス・ホール	無所属	その他	FALSE	121	541218	20171015
1980	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョン・B・アンダーソン	無所属	その他	FALSE	30284	604152	20171015
1980	ユタ	UT	49	87	67	アメリカ合衆国大統領	エドワード・“エド”・クラーク	リバタリアン党	その他	FALSE	7156	604152	20171015
1980	ユタ	UT	49	87	67	アメリカ合衆国大統領	バリー・コモナー	市民党	その他	FALSE	1009	604152	20171015
1980	ユタ	UT	49	87	67	アメリカ合衆国大統領	パーシー・L・グリーヴス・Jr	アメリカ党	その他	FALSE	965	604152	20171015
1980	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョン・ラリック	アメリカ独立党	その他	FALSE	522	604152	20171015
1980	ユタ	UT	49	87	67	アメリカ合衆国大統領	ガス・ホール	共産党	その他	FALSE	139	604152	20171015
1980	ユタ	UT	49	87	67	アメリカ合衆国大統領	クリフトン・デベリー	社会主義労働者党	その他	FALSE	124	604152	20171015
1984	ユタ	UT	49	87	67	アメリカ合衆国大統領	デイヴィッド・バーグランド	リバタリアン党	その他	FALSE	2447	629656	20171015
1984	ユタ	UT	49	87	67	アメリカ合衆国大統領	デルマー・デニス	アメリカ党	その他	FALSE	1345	629656	20171015
1984	ユタ	UT	49	87	67	アメリカ合衆国大統領	ソニア・ジョンソン	市民党	その他	FALSE	844	629656	20171015
1984	ユタ	UT	49	87	67	アメリカ合衆国大統領	デニス・セレット	アライアンス党	その他	FALSE	220	629656	20171015
1984	ユタ	UT	49	87	67	アメリカ合衆国大統領	ガス・ホール	共産党	その他	FALSE	184	629656	20171015
1984	ユタ	UT	49	87	67	アメリカ合衆国大統領	メルヴィン・メイソン	社会主義労働者党	その他	FALSE	142	629656	20171015
1988	ユタ	UT	49	87	67	アメリカ合衆国大統領	ロナルド・“ロン”・ポール	リバタリアン党	その他	FALSE	7473	647008	20171015
1988	ユタ	UT	49	87	67	アメリカ合衆国大統領	デルマー・デニス	アメリカ党	その他	FALSE	2158	647008	20171015
1988	ユタ	UT	49	87	67	アメリカ合衆国大統領	レノーラ・フラーニ	新連合党	その他	FALSE	455	647008	20171015
1988	ユタ	UT	49	87	67	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	国民経済再建党	その他	FALSE	427	647008	20171015
1988	ユタ	UT	49	87	67	アメリカ合衆国大統領	ルイ・G・ヤングケイト	無所属	その他	FALSE	372	647008	20171015
1988	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジェームズ・“マック”・ウォーレン	社会主義労働者党	その他	FALSE	209	647008	20171015
1988	ユタ	UT	49	87	67	アメリカ合衆国大統領	ウィラ・ケノイヤー	社会党	その他	FALSE	129	647008	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	ロス・ペロー	無所属	その他	FALSE	203400	743998	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジェームズ・“ボー”・グリッツ	ポピュリスト党	その他	FALSE	28602	743998	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	アンドレ・マルー	リバタリアン党	その他	FALSE	1900	743998	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	1319	743998	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	リンドン・ラルーシュ・Jr	経済再建無所属連合	その他	FALSE	1089	743998	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	レノーラ・フラーニ	新連合党	その他	FALSE	414	743998	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	ハワード・フィリップス	納税者党	その他	FALSE	393	743998	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	その他	アメリカ党	その他	FALSE	292	743998	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジェームズ・“マック”・ウォーレン	社会主義労働者党	その他	FALSE	200	743998	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	ロン・ダニエルズ	新しい明日のためのキャンペーン	その他	FALSE	177	743998	20171015
1992	ユタ	UT	49	87	67	アメリカ合衆国大統領	J・クイン・ブリスベン	社会主義労働者党	その他	FALSE	151	743998	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	ロス・ペロー	改革党	その他	FALSE	66461	665629	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	ラルフ・ネーダー	緑の党	その他	FALSE	4615	665629	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	4129	665629	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	ハワード・フィリップス	米国納税者党	その他	FALSE	2601	665629	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	ダイアン・テンプリン	独立アメリカ党	その他	FALSE	1290	665629	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	ピーター・クレイン	無所属	その他	FALSE	1101	665629	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	1085	665629	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	モニカ・ムーアヘッド	労働者世界党	その他	FALSE	298	665629	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジェームズ・ハリス	社会主義労働者党	その他	FALSE	235	665629	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領			その他	TRUE	159	665629	20171015
1996	ユタ	UT	49	87	67	アメリカ合衆国大統領	アール・ドッジ	禁酒党	その他	FALSE	111	665629	20171015
2000	ユタ	UT	49	87	67	アメリカ合衆国大統領	ラルフ・ネーダー	緑の党	その他	FALSE	35850	770754	20171015
2000	ユタ	UT	49	87	67	アメリカ合衆国大統領	パトリック・“パット”・ブキャナン	改革党	その他	FALSE	9319	770754	20171015
2000	ユタ	UT	49	87	67	アメリカ合衆国大統領	ハリー・ブラウン	リバタリアン党	その他	FALSE	3616	770754	20171015
2000	ユタ	UT	49	87	67	アメリカ合衆国大統領	ハワード・フィリップス	独立アメリカ党	その他	FALSE	2709	770754	20171015
2000	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジョン・ハゲリン	自然法党	その他	FALSE	763	770754	20171015
2000	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジェームズ・ハリス	社会主義労働者党	その他	FALSE	186	770754	20171015
2000	ユタ	UT	49	87	67	アメリカ合衆国大統領		無所属	その他	FALSE	161	770754	20171015
2000	ユタ	UT	49	87	67	アメリカ合衆国大統領			その他	TRUE	1	770754	20171015
2004	ユタ	UT	49	87	67	アメリカ合衆国大統領	ラルフ・ネーダー	無所属	その他	FALSE	11305	927844	20171015
2004	ユタ	UT	49	87	67	アメリカ合衆国大統領	マイケル・ペルートカ	憲法党	その他	FALSE	6841	927844	20171015
2004	ユタ	UT	49	87	67	アメリカ合衆国大統領	マイケル・バドナリック	リバタリアン党	その他	FALSE	3375	927844	20171015
2004	ユタ	UT	49	87	67	アメリカ合衆国大統領	チャールズ・ジェイ	個人選択党	その他	FALSE	946	927844	20171015
2004	ユタ	UT	49	87	67	アメリカ合衆国大統領	ロジャー・カレロ	社会主義労働者党	その他	FALSE	393	927844	20171015
2004	ユタ	UT	49	87	67	アメリカ合衆国大統領	その他		その他	TRUE	43	927844	20171015
2008	ユタ	UT	49	87	67	アメリカ合衆国大統領	チャールズ・“チャック”・ボールドウィン	憲法党	その他	FALSE	12012	952370	20171015
2008	ユタ	UT	49	87	67	アメリカ合衆国大統領	ラルフ・ネーダー	平和と自由党	その他	FALSE	8416	952370	20171015
2008	ユタ	UT	49	87	67	アメリカ合衆国大統領	ボブ・バー	リバタリアン党	その他	FALSE	6966	952370	20171015
2008	ユタ	UT	49	87	67	アメリカ合衆国大統領	シンシア・マッキニー	緑の党	その他	FALSE	982	952370	20171015
2008	ユタ	UT	49	87	67	アメリカ合衆国大統領	グロリア・エステラ・ラ・リバ	社会主義解放党	その他	FALSE	262	952370	20171015
2008	ユタ	UT	49	87	67	アメリカ合衆国大統領			その他	TRUE	32	952370	20171015
2012	ユタ	UT	49	87	67	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	12572	1017440	20171015
2012	ユタ	UT	49	87	67	アメリカ合衆国大統領	ロス・カール・“ロッキー”・アンダーソン	正義党	その他	FALSE	5335	1017440	20171015
2012	ユタ	UT	49	87	67	アメリカ合衆国大統領	ジル・スタイン	緑の党	その他	FALSE	3817	1017440	20171015
2012	ユタ	UT	49	87	67	アメリカ合衆国大統領	ヴァージル・ハムリン・グッド・Jr	憲法党	その他	FALSE	2871	1017440	20171015
2012	ユタ	UT	49	87	67	アメリカ合衆国大統領		無所属	その他	FALSE	393	1017440	20171015
2012	ユタ	UT	49	87	67	アメリカ合衆国大統領			その他	TRUE	39	1017440	20171015
2016	ユタ	UT	49	87	67	アメリカ合衆国大統領	エヴァン・マクマリン	無所属	その他	FALSE	255060	1131317	20171015
2016	ユタ	UT	49	87	67	アメリカ合衆国大統領	ゲイリー・ジョンソン	リバタリアン党	その他	FALSE	39608	1131317	20171015
2016	ユタ	UT	49	87	67	アメリカ合衆国大統領	ダレル・L・キャッスル	憲法党	その他	FALSE	8032	1131317	20171015
2016	ユタ	UT	49	87	67	アメリカ合衆国大統領	カイル・ケンリー・コピトケ	独立アメリカ党	その他	FALSE	2732	1131317	20171015
1976	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	77798	183902	20171015
1980	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジミー・カーター	民主党	民主党	FALSE	81952	213299	20171015
1984	バーモント	VT	50	13	6	アメリカ合衆国大統領	ウォルター・モンデール	民主党	民主党	FALSE	95730	234561	20171015
1988	バーモント	VT	50	13	6	アメリカ合衆国大統領	マイケル・デュカキス	民主党	民主党	FALSE	115775	243328	20171015
1992	バーモント	VT	50	13	6	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	133592	289701	20171015
1996	バーモント	VT	50	13	6	アメリカ合衆国大統領	ビル・クリントン	民主党	民主党	FALSE	137894	258449	20171015
2000	バーモント	VT	50	13	6	アメリカ合衆国大統領	アル・ゴア	民主党	民主党	FALSE	149022	294308	20171015
2004	バーモント	VT	50	13	6	アメリカ合衆国大統領	ジョン・ケリー	民主党	民主党	FALSE	184067	312309	20171015
2008	バーモント	VT	50	13	6	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	219262	325046	20171015
2012	バーモント	VT	50	13	6	アメリカ合衆国大統領	バラク・H・オバマ	民主党	民主党	FALSE	199239	299290	20171015
2016	バーモント	VT	50	13	6	アメリカ合衆国大統領	ヒラリー・クリントン	民主党	民主党	FALSE	178573	320467	20171015
