年	州	州略号	政党（簡略）	政党（詳細）	得票数	得票率（%）
2016	コロンビア特別区	DC	民主党	民主党	282830	90.48
2016	コロンビア特別区	DC	共和党	共和党	12723	4.07
2016	コロンビア特別区	DC	その他		6551	2.10
2016	コロンビア特別区	DC	リバタリアン党	リバタリアン党	4906	1.57
2016	コロンビア特別区	DC	その他	緑の党	4258	1.36
2016	コロンビア特別区	DC	その他		1064	0.34
2016	コロンビア特別区	DC	その他		243	0.08
2016	フロリダ	FL	共和党	共和党	4617886	49.02
2016	フロリダ	FL	民主党	民主党	4504975	47.82
2016	フロリダ	FL	リバタリアン党	リバタリアン党	207043	2.20
2016	フロリダ	FL	その他	緑の党	64399	0.68
2016	フロリダ	FL	その他	憲法党	16475	0.17
2016	フロリダ	FL	その他	改革党	9108	0.10
2016	フロリダ	FL	その他		153	0.00
2016	ジョージア	GA	共和党	共和党	2089104	50.77
2016	ジョージア	GA	民主党	民主党	1877963	45.64
2016	ジョージア	GA	リバタリアン党	リバタリアン党	125306	3.05
2016	ジョージア	GA	その他		22359	0.54
2016	ハワイ	HI	民主党	民主党	266891	60.98
2016	ハワイ	HI	共和党	共和党	128847	29.44
2016	ハワイ	HI	リバタリアン党	リバタリアン党	15954	3.65
2016	ハワイ	HI	その他	緑の党	12737	2.91
2016	ハワイ	HI	その他		8289	1.89
2016	ハワイ	HI	その他	憲法党	4508	1.03
2016	ハワイ	HI	その他		438	0.10
2016	アイダホ	ID	共和党	共和党	409055	59.26
2016	アイダホ	ID	民主党	民主党	189765	27.49
2016	アイダホ	ID	その他	無所属	60748	8.80
2016	アイダホ	ID	リバタリアン党	リバタリアン党	28331	4.10
2016	アイダホ	ID	その他	憲法党	2356	0.34
2016	イリノイ	IL	民主党	民主党	3090729	55.83
2016	イリノイ	IL	共和党	共和党	2146015	38.76
2016	イリノイ	IL	リバタリアン党	リバタリアン党	209596	3.79
2016	イリノイ	IL	その他	緑の党	76802	1.39
2016	イリノイ	IL	その他		13282	0.24
2016	インディアナ	IN	共和党	共和党	1557286	56.94
2016	インディアナ	IN	民主党	民主党	1033126	37.77
2016	インディアナ	IN	リバタリアン党	リバタリアン党	133993	4.90
2016	インディアナ	IN	その他	緑の党	7841	0.29
2016	インディアナ	IN	その他	憲法党	1937	0.07
2016	インディアナ	IN	その他	無所属	718	0.03
2016	インディアナ	IN	その他	米国社会党	57	0.00
2016	アイオワ	IA	共和党	共和党	800983	51.16
2016	アイオワ	IA	民主党	民主党	653669	41.75
2016	アイオワ	IA	リバタリアン党	リバタリアン党	59186	3.78
2016	アイオワ	IA	その他		17746	1.13
2016	アイオワ	IA	その他	請願指名	12366	0.79
2016	アイオワ	IA	その他	緑の党	11479	0.73
2016	アイオワ	IA	その他	憲法党	5335	0.34
2016	アイオワ	IA	その他	アイオワ新独立党	2247	0.14
2016	アイオワ	IA	その他	合法大麻ナウ党	2246	0.14
2016	アイオワ	IA	その他	社会主義解放党	323	0.02
2016	カンザス	KS	共和党	共和党	671018	56.65
2016	カンザス	KS	民主党	民主党	427005	36.05
2016	カンザス	KS	リバタリアン党	リバタリアン党	55406	4.68
2016	カンザス	KS	その他	無所属	23506	1.98
2016	カンザス	KS	その他		7467	0.63
2016	ケンタッキー	KY	共和党	共和党	1202971	62.52
2016	ケンタッキー	KY	民主党	民主党	628854	32.68
2016	ケンタッキー	KY	リバタリアン党	リバタリアン党	53752	2.79
2016	ケンタッキー	KY	その他	無所属	22780	1.18
2016	ケンタッキー	KY	その他	緑の党	13913	0.72
2016	ケンタッキー	KY	その他	アメリカ・デルタ党	1128	0.06
2016	ケンタッキー	KY	その他		751	0.04
2016	ルイジアナ	LA	共和党	共和党	1178638	58.09
2016	ルイジアナ	LA	民主党	民主党	780154	38.45
2016	ルイジアナ	LA	リバタリアン党	リバタリアン党	37978	1.87
2016	ルイジアナ	LA	その他		18231	0.90
2016	ルイジアナ	LA	その他	緑の党	14031	0.69
2016	メイン	ME	民主党	民主党	357735	46.35
2016	メイン	ME	共和党	共和党	335593	43.48
2016	メイン	ME	リバタリアン党	リバタリアン党	38105	4.94
2016	メイン	ME	その他		23965	3.10
2016	メイン	ME	その他	緑の党	14251	1.85
2016	メイン	ME	その他	無登録	2243	0.29
2016	メリーランド	MD	民主党	民主党	1677928	60.33
2016	メリーランド	MD	共和党	共和党	943169	33.91
2016	メリーランド	MD	リバタリアン党	リバタリアン党	79605	2.86
2016	メリーランド	MD	その他	緑の党	35945	1.29
2016	メリーランド	MD	その他		33263	1.20
2016	メリーランド	MD	その他		10921	0.39
2016	メリーランド	MD	その他	無所属	278	0.01
2016	メリーランド	MD	共和党	共和党	259	0.01
2016	メリーランド	MD	民主党	民主党	78	0.00
2016	マサチューセッツ	MA	民主党	民主党	1995196	59.05
2016	マサチューセッツ	MA	共和党	共和党	1090893	32.29
2016	マサチューセッツ	MA	リバタリアン党	リバタリアン党	138018	4.08
2016	マサチューセッツ	MA	その他		53775	1.59
2016	マサチューセッツ	MA	その他		50488	1.49
2016	マサチューセッツ	MA	その他	緑の党	47661	1.41
2016	マサチューセッツ	MA	その他		2790	0.08
2016	ミシガン	MI	共和党	共和党	2279543	47.50
2016	ミシガン	MI	民主党	民主党	2268839	47.27
2016	ミシガン	MI	リバタリアン党	リバタリアン党	172136	3.59
2016	ミシガン	MI	その他	緑の党	51463	1.07
2016	ミシガン	MI	その他	米国納税者党	16139	0.34
2016	ミシガン	MI	その他		8955	0.19
2016	ミシガン	MI	その他	自然法党	2209	0.05
2016	ミネソタ	MN	民主党	民主党	1367705	46.45
2016	ミネソタ	MN	共和党	共和党	1322949	44.93
2016	ミネソタ	MN	リバタリアン党	リバタリアン党	112972	3.84
2016	ミネソタ	MN	その他	独立党	53075	1.80
2016	ミネソタ	MN	その他	緑の党	36986	1.26
2016	ミネソタ	MN	その他		27247	0.93
2016	ミネソタ	MN	その他	合法大麻ナウ党	11291	0.38
2016	ミネソタ	MN	その他	憲法党	9456	0.32
2016	ミネソタ	MN	その他	社会主義労働者党	1671	0.06
2016	ミネソタ	MN	その他	アメリカ・デルタ党	1430	0.05
2016	ミシシッピ	MS	共和党	共和党	700714	57.94
2016	ミシシッピ	MS	民主党	民主党	485131	40.11
2016	ミシシッピ	MS	リバタリアン党	リバタリアン党	14435	1.19
2016	ミシシッピ	MS	その他	憲法党	3987	0.33
2016	ミシシッピ	MS	その他	緑の党	3731	0.31
2016	ミシシッピ	MS	その他	禁酒党	715	0.06
2016	ミシシッピ	MS	その他	アメリカ・デルタ党	644	0.05
2016	ミズーリ	MO	共和党	共和党	1594511	56.77
2016	ミズーリ	MO	民主党	民主党	1071068	38.14
2016	ミズーリ	MO	リバタリアン党	リバタリアン党	97359	3.47
2016	ミズーリ	MO	その他	緑の党	25419	0.91
2016	ミズーリ	MO	その他	憲法党	13092	0.47
2016	ミズーリ	MO	その他		7156	0.25
2016	モンタナ	MT	共和党	共和党	279240	56.47
2016	モンタナ	MT	民主党	民主党	177709	35.94
2016	モンタナ	MT	リバタリアン党	リバタリアン党	28037	5.67
2016	モンタナ	MT	その他	緑の党	7970	1.61
2016	モンタナ	MT	その他	アメリカ・デルタ党	1570	0.32
2016	ネブラスカ	NE	共和党	共和党	495961	58.75
2016	ネブラスカ	NE	民主党	民主党	284494	33.70
2016	ネブラスカ	NE	リバタリアン党	リバタリアン党	38946	4.61
2016	ネブラスカ	NE	その他		16051	1.90
2016	ネブラスカ	NE	その他	請願指名	8775	1.04
2016	ネバダ	NV	民主党	民主党	539260	47.92
2016	ネバダ	NV	共和党	共和党	512058	45.50
2016	ネバダ	NV	リバタリアン党	リバタリアン党	37384	3.32
2016	ネバダ	NV	その他		28863	2.56
2016	ネバダ	NV	その他	独立アメリカ党	5268	0.47
2016	ネバダ	NV	その他	無所属	2552	0.23
2016	ニューハンプシャー	NH	民主党	民主党	348526	46.83
2016	ニューハンプシャー	NH	共和党	共和党	345790	46.46
2016	ニューハンプシャー	NH	リバタリアン党	リバタリアン党	30777	4.14
2016	ニューハンプシャー	NH	その他		9618	1.29
2016	ニューハンプシャー	NH	その他	緑の党	6496	0.87
2016	ニューハンプシャー	NH	その他		2411	0.32
2016	ニューハンプシャー	NH	その他	アメリカ・デルタ党	678	0.09
2016	ニュージャージー	NJ	民主党	民主党	2148278	55.45
2016	ニュージャージー	NJ	共和党	共和党	1601933	41.35
2016	ニュージャージー	NJ	リバタリアン党	リバタリアン党	72477	1.87
2016	ニュージャージー	NJ	その他	緑の党	37772	0.98
2016	ニュージャージー	NJ	その他	憲法党	6161	0.16
2016	ニュージャージー	NJ	その他	社会主義労働者党	2156	0.06
2016	ニュージャージー	NJ	その他	アメリカ・デルタ党	1838	0.05
2016	ニュージャージー	NJ	その他	労働者世界党	1749	0.05
2016	ニュージャージー	NJ	その他	社会主義解放党	1682	0.04
2016	ニューメキシコ	NM	民主党	民主党	385234	48.26
2016	ニューメキシコ	NM	共和党	共和党	319667	40.04
2016	ニューメキシコ	NM	リバタリアン党	リバタリアン党	74541	9.34
2016	ニューメキシコ	NM	その他	緑の党	9879	1.24
2016	ニューメキシコ	NM	その他	ベター・フォー・アメリカ	5825	0.73
2016	ニューメキシコ	NM	その他	憲法党	1514	0.19
2016	ニューメキシコ	NM	その他	社会主義解放党	1184	0.15
2016	ニューメキシコ	NM	その他	アメリカ・デルタ党	475	0.06
2016	ニューヨーク	NY	民主党	民主党	4379789	56.14
2016	ニューヨーク	NY	共和党	共和党	2527142	32.39
2016	ニューヨーク	NY	その他	保守党	292392	3.75
2016	ニューヨーク	NY	その他	働く家族党	140041	1.79
2016	ニューヨーク	NY	その他	独立党	119156	1.53
2016	ニューヨーク	NY	その他	緑の党	107934	1.38
2016	ニューヨーク	NY	その他		77179	0.99
2016	ニューヨーク	NY	リバタリアン党	リバタリアン党	57442	0.74
2016	ニューヨーク	NY	その他		48447	0.62
2016	ニューヨーク	NY	その他	女性平等党	36294	0.47
2016	ニューヨーク	NY	その他		12816	0.16
2016	ニューヨーク	NY	その他		3452	0.04
2016	ノースカロライナ	NC	共和党	共和党	2362631	49.83
2016	ノースカロライナ	NC	民主党	民主党	2189316	46.17
2016	ノースカロライナ	NC	リバタリアン党	リバタリアン党	130126	2.74
2016	ノースカロライナ	NC	その他		47386	1.00
2016	ノースカロライナ	NC	その他		12105	0.26
2016	ノースダコタ	ND	共和党	共和党	216794	62.96
2016	ノースダコタ	ND	民主党	民主党	93758	27.23
2016	ノースダコタ	ND	リバタリアン党	リバタリアン党	21434	6.22
2016	ノースダコタ	ND	その他		6397	1.86
2016	ノースダコタ	ND	その他	緑の党	3780	1.10
2016	ノースダコタ	ND	その他	憲法党	1833	0.53
2016	ノースダコタ	ND	その他	アメリカ・デルタ党	364	0.11
2016	オハイオ	OH	共和党	共和党	2841005	51.69
2016	オハイオ	OH	民主党	民主党	2394164	43.56
2016	オハイオ	OH	その他	無所属	198733	3.62
2016	オハイオ	OH	その他	緑の党	46271	0.84
2016	オハイオ	OH	その他		16314	0.30
2016	オクラホマ	OK	共和党	共和党	949136	65.32
2016	オクラホマ	OK	民主党	民主党	420375	28.93
2016	オクラホマ	OK	リバタリアン党	リバタリアン党	83481	5.75
2016	オレゴン	OR	民主党	民主党	1002106	50.07
2016	オレゴン	OR	共和党	共和党	782403	39.09
2016	オレゴン	OR	リバタリアン党	リバタリアン党	94231	4.71
2016	オレゴン	OR	その他		72594	3.63
2016	オレゴン	OR	その他	緑の党	50002	2.50
2016	ペンシルベニア	PA	共和党	共和党	2970733	48.58
2016	ペンシルベニア	PA	民主党	民主党	2926441	47.85
2016	ペンシルベニア	PA	リバタリアン党	リバタリアン党	146715	2.40
2016	ペンシルベニア	PA	その他	緑の党	49941	0.82
2016	ペンシルベニア	PA	その他	憲法党	21572	0.35
2016	ロードアイランド	RI	民主党	民主党	252525	54.41
2016	ロードアイランド	RI	共和党	共和党	180543	38.90
2016	ロードアイランド	RI	リバタリアン党	リバタリアン党	14746	3.18
2016	ロードアイランド	RI	その他		9439	2.03
2016	ロードアイランド	RI	その他	緑の党	6220	1.34
2016	ロードアイランド	RI	その他	アメリカ・デルタ党	671	0.14
2016	サウスカロライナ	SC	共和党	共和党	1155389	54.94
2016	サウスカロライナ	SC	民主党	民主党	855373	40.67
2016	サウスカロライナ	SC	リバタリアン党	リバタリアン党	49204	2.34
2016	サウスカロライナ	SC	その他	独立党	21016	1.00
2016	サウスカロライナ	SC	その他	緑の党	13034	0.62
2016	サウスカロライナ	SC	その他	憲法党	5765	0.27
2016	サウスカロライナ	SC	その他	アメリカ党	3246	0.15
2016	サウスダコタ	SD	共和党	共和党	227721	61.53
2016	サウスダコタ	SD	民主党	民主党	117458	31.74
2016	サウスダコタ	SD	リバタリアン党	リバタリアン党	20850	5.63
2016	サウスダコタ	SD	その他	憲法党	4064	1.10
2016	テネシー	TN	共和党	共和党	1522925	60.72
2016	テネシー	TN	民主党	民主党	870695	34.72
2016	テネシー	TN	その他	無所属	100618	4.01
2016	テネシー	TN	その他		13789	0.55
2016	テキサス	TX	共和党	共和党	4685047	52.23
2016	テキサス	TX	民主党	民主党	3877868	43.24
2016	テキサス	TX	リバタリアン党	リバタリアン党	283492	3.16
2016	テキサス	TX	その他	緑の党	71558	0.80
2016	テキサス	TX	その他		51261	0.57
2016	ユタ	UT	共和党	共和党	515211	45.54
2016	ユタ	UT	民主党	民主党	310674	27.46
2016	ユタ	UT	その他	無所属	255060	22.55
2016	ユタ	UT	リバタリアン党	リバタリアン党	39608	3.50
2016	ユタ	UT	その他	憲法党	8032	0.71
2016	ユタ	UT	その他	独立アメリカ党	2732	0.24
2016	バーモント	VT	民主党	民主党	178573	55.72
2016	バーモント	VT	共和党	共和党	95369	29.76
2016	バーモント	VT	その他		22899	7.15
2016	バーモント	VT	リバタリアン党	リバタリアン党	10078	3.14
2016	バーモント	VT	その他	緑の党	6758	2.11
2016	バーモント	VT	その他		4574	1.43
2016	バーモント	VT	その他	無所属	1063	0.33
2016	バーモント	VT	その他		826	0.26
2016	バーモント	VT	その他	自由連合党	327	0.10
2016	バージニア	VA	民主党	民主党	1981473	49.75
2016	バージニア	VA	共和党	共和党	1769443	44.43
2016	バージニア	VA	リバタリアン党	リバタリアン党	118274	2.97
2016	バージニア	VA	その他	無所属	54054	1.36
2016	バージニア	VA	その他		31870	0.80
2016	バージニア	VA	その他	緑の党	27638	0.69
2016	ワシントン	WA	民主党	民主党	1742718	52.54
2016	ワシントン	WA	共和党	共和党	1221747	36.83
2016	ワシントン	WA	リバタリアン党	リバタリアン党	160879	4.85
2016	ワシントン	WA	その他		107805	3.25
2016	ワシントン	WA	その他	緑の党	58417	1.76
2016	ワシントン	WA	その他	憲法党	17623	0.53
2016	ワシントン	WA	その他	社会主義労働者党	4307	0.13
2016	ワシントン	WA	その他	社会主義解放党	3523	0.11
2016	ウェストバージニア	WV	共和党	共和党	489371	68.63
2016	ウェストバージニア	WV	民主党	民主党	188794	26.48
2016	ウェストバージニア	WV	リバタリアン党	リバタリアン党	23004	3.23
2016	ウェストバージニア	WV	その他	緑の党	8075	1.13
2016	ウェストバージニア	WV	その他	憲法党	3807	0.53
2016	ウィスコンシン	WI	共和党	共和党	1405284	47.22
2016	ウィスコンシン	WI	民主党	民主党	1382536	46.45
2016	ウィスコンシン	WI	リバタリアン党	リバタリアン党	106674	3.58
2016	ウィスコンシン	WI	その他	緑の党	31072	1.04
2016	ウィスコンシン	WI	その他		22764	0.76
2016	ウィスコンシン	WI	その他		12386	0.42
2016	ウィスコンシン	WI	その他	憲法党	12162	0.41
2016	ウィスコンシン	WI	その他	労働者世界党	1770	0.06
2016	ウィスコンシン	WI	その他	アメリカ・デルタ党	1502	0.05
2016	ワイオミング	WY	共和党	共和党	174419	67.40
2016	ワイオミング	WY	民主党	民主党	55973	21.63
2016	ワイオミング	WY	リバタリアン党	リバタリアン党	13287	5.13
2016	ワイオミング	WY	その他		6904	2.67
2016	ワイオミング	WY	その他	無所属	3224	1.25
2016	ワイオミング	WY	その他		2661	1.03
2016	ワイオミング	WY	その他	憲法党	2042	0.79
2016	ワイオミング	WY	その他		278	0.11
2020	アラバマ	AL	民主党	民主党	849624	36.57
2020	アラバマ	AL	共和党	共和党	1441170	62.03
2020	アラバマ	AL	リバタリアン党	リバタリアン党	25176	1.08
2020	アラバマ	AL	その他		7312	0.31
2020	アラスカ	AK	民主党	民主党	153778	42.77
2020	アラスカ	AK	共和党	共和党	189951	52.83
2020	アラスカ	AK	リバタリアン党	リバタリアン党	8897	2.47
2020	アラスカ	AK	その他	アライアンス党	318	0.09
2020	アラスカ	AK	その他	無所属	825	0.23
2020	アラスカ	AK	その他	緑の党	2673	0.74
2020	アラスカ	AK	その他	憲法党	1127	0.31
2020	アラスカ	AK	その他		1961	0.55
2020	アリゾナ	AZ	民主党	民主党	1672143	49.36
2020	アリゾナ	AZ	共和党	共和党	1661686	49.06
2020	アリゾナ	AZ	リバタリアン党	リバタリアン党	51465	1.52
2020	アリゾナ	AZ	その他	社会主義解放党	190	0.01
2020	アリゾナ	AZ	その他	憲法党	36	0.00
2020	アリゾナ	AZ	その他	無所属	236	0.01
2020	アリゾナ	AZ	その他	無所属	13	0.00
2020	アリゾナ	AZ	その他	緑の党	1557	0.05
2020	アーカンソー	AR	その他	アメリカ連帯党	1713	0.14
2020	アーカンソー	AR	その他	憲法党	2108	0.17
2020	アーカンソー	AR	民主党	民主党	423932	34.78
2020	アーカンソー	AR	その他	緑の党	2980	0.24
2020	アーカンソー	AR	その他	無所属	2141	0.18
2020	アーカンソー	AR	その他	無所属	1475	0.12
2020	アーカンソー	AR	その他	無所属	4099	0.34
2020	アーカンソー	AR	その他	無所属	2812	0.23
2020	アーカンソー	AR	その他	無所属	1321	0.11
2020	アーカンソー	AR	リバタリアン党	リバタリアン党	13133	1.08
2020	アーカンソー	AR	その他	生命と自由党	1372	0.11
2020	アーカンソー	AR	共和党	共和党	760647	62.40
2020	アーカンソー	AR	その他	社会主義解放党	1336	0.11
2020	カリフォルニア	CA	民主党	民主党	11110250	63.48
2020	カリフォルニア	CA	共和党	共和党	6006429	34.32
2020	カリフォルニア	CA	リバタリアン党	リバタリアン党	187895	1.07
2020	カリフォルニア	CA	その他	緑の党	81029	0.46
2020	カリフォルニア	CA	その他	アメリカ独立党	60160	0.34
2020	カリフォルニア	CA	その他	平和と自由党	51037	0.29
2020	カリフォルニア	CA	その他	アメリカ連帯党	2605	0.01
2020	カリフォルニア	CA	その他	無所属	611	0.00
2020	カリフォルニア	CA	その他	無所属	559	0.00
2020	カリフォルニア	CA	その他	無所属	185	0.00
2020	カリフォルニア	CA	その他	無所属	121	0.00
2020	コロラド	CO	民主党	民主党	1804352	55.01
2020	コロラド	CO	共和党	共和党	1364607	41.60
2020	コロラド	CO	リバタリアン党	リバタリアン党	52460	1.60
2020	コロラド	CO	その他	緑の党	8986	0.27
2020	コロラド	CO	その他	社会主義解放党	1035	0.03
2020	コロラド	CO	その他	アライアンス党	636	0.02
2020	コロラド	CO	その他	無所属	572	0.02
2020	コロラド	CO	その他	無所属	8089	0.25
2020	コロラド	CO	その他	憲法党	5061	0.15
2020	コロラド	CO	その他	統一党	2730	0.08
2020	コロラド	CO	その他	承認投票党	355	0.01
2020	コロラド	CO	その他	アメリカ連帯党	25515	0.78
2020	コロラド	CO	その他	無所属	2011	0.06
2020	コロラド	CO	その他	禁酒党	568	0.02
2020	コロラド	CO	その他	進歩党	379	0.01
2020	コロラド	CO	その他	無所属	495	0.02
2020	コロラド	CO	その他	社会主義労働者党	354	0.01
2020	コロラド	CO	その他	社会主義平等党	196	0.01
2020	コロラド	CO	その他	独立アメリカ党	762	0.02
2020	コロラド	CO	その他	無所属	614	0.02
2020	コロラド	CO	その他	無所属	175	0.01
2020	コロラド	CO	その他	無所属	4	0.00
2020	コロラド	CO	その他	無所属	24	0.00
2020	コネチカット	CT	民主党	民主党	1080831	59.26
2020	コネチカット	CT	共和党	共和党	714717	39.19
2020	コネチカット	CT	リバタリアン党	リバタリアン党	20230	1.11
2020	コネチカット	CT	その他	緑の党	7538	0.41
2020	コネチカット	CT	その他	アメリカ連帯党	219	0.01
2020	コネチカット	CT	その他	無所属	11	0.00
2020	コネチカット	CT	その他		0	0.00
2020	コネチカット	CT	その他		1	0.00
2020	コネチカット	CT	その他	無所属	6	0.00
2020	コネチカット	CT	その他		2	0.00
2020	コネチカット	CT	その他	アライアンス党	13	0.00
2020	コネチカット	CT	その他		12	0.00
2020	コネチカット	CT	その他	無所属	22	0.00
2020	コネチカット	CT	その他	無所属	255	0.01
2020	デラウェア	DE	その他		7	0.00
2020	デラウェア	DE	その他	アメリカ連帯党	87	0.02
2020	デラウェア	DE	その他	無所属	5	0.00
2020	デラウェア	DE	その他		1	0.00
2020	デラウェア	DE	その他		3	0.00
2020	デラウェア	DE	その他	社会主義解放党	14	0.00
2020	デラウェア	DE	その他	無所属	28	0.01
2020	デラウェア	DE	その他	無所属	169	0.03
2020	デラウェア	DE	その他	無所属	1	0.00
2020	デラウェア	DE	その他		1	0.00
2020	デラウェア	DE	その他	無所属	8	0.00
2020	デラウェア	DE	その他		2	0.00
2020	デラウェア	DE	その他	無所属	1	0.00
2020	デラウェア	DE	その他	無所属	2	0.00
2020	デラウェア	DE	その他		4	0.00
2020	デラウェア	DE	その他	無所属	2	0.00
2020	デラウェア	DE	その他	無所属	1	0.00
2020	デラウェア	DE	民主党	民主党	296268	58.74
2020	デラウェア	DE	共和党	共和党	200603	39.77
2020	デラウェア	DE	リバタリアン党	リバタリアン党	5000	0.99
2020	デラウェア	DE	その他	緑の党	2139	0.42
2020	コロンビア特別区	DC	民主党	民主党	317323	92.15
2020	コロンビア特別区	DC	共和党	共和党	18586	5.40
2020	コロンビア特別区	DC	リバタリアン党	リバタリアン党	2036	0.59
2020	コロンビア特別区	DC	その他	D.C.州昇格緑の党	1726	0.50
2020	コロンビア特別区	DC	その他	無所属	855	0.25
2020	コロンビア特別区	DC	その他		3137	0.91
2020	コロンビア特別区	DC	その他	無所属	693	0.20
2020	フロリダ	FL	民主党	民主党	5297045	47.86
2020	フロリダ	FL	共和党	共和党	5668731	51.22
2020	フロリダ	FL	リバタリアン党	リバタリアン党	70324	0.64
2020	フロリダ	FL	その他	緑の党	14721	0.13
2020	フロリダ	FL	その他	社会主義解放党	5712	0.05
2020	フロリダ	FL	その他	アライアンス党	5966	0.05
2020	フロリダ	FL	その他		9	0.00
2020	フロリダ	FL	その他	憲法党	3902	0.04
2020	フロリダ	FL	その他	無所属	8	0.00
2020	フロリダ	FL	その他		2	0.00
2020	フロリダ	FL	その他	無所属	181	0.00
2020	フロリダ	FL	その他	アメリカ連帯党	854	0.01
2020	フロリダ	FL	その他		1	0.00
2020	ジョージア	GA	その他		10	0.00
2020	ジョージア	GA	その他	アメリカ連帯党	701	0.01
2020	ジョージア	GA	その他		6	0.00
2020	ジョージア	GA	その他		1	0.00
2020	ジョージア	GA	その他	憲法党	61	0.00
2020	ジョージア	GA	その他	社会主義解放党	159	0.00
2020	ジョージア	GA	その他	緑の党	1013	0.02
2020	ジョージア	GA	その他	無所属	181	0.00
2020	ジョージア	GA	その他	無所属	6	0.00
2020	ジョージア	GA	その他		2	0.00
2020	ジョージア	GA	その他		11	0.00
2020	ジョージア	GA	その他	無所属	65	0.00
2020	ジョージア	GA	その他		8	0.00
2020	ジョージア	GA	その他	無所属	8	0.00
2020	ジョージア	GA	その他	無所属	7	0.00
2020	ジョージア	GA	その他		5	0.00
2020	ジョージア	GA	民主党	民主党	2473633	49.47
2020	ジョージア	GA	共和党	共和党	2461854	49.24
2020	ジョージア	GA	リバタリアン党	リバタリアン党	62229	1.24
2020	ハワイ	HI	民主党	民主党	366130	63.15
2020	ハワイ	HI	共和党	共和党	196864	33.95
2020	ハワイ	HI	リバタリアン党	リバタリアン党	5539	0.96
2020	ハワイ	HI	その他	緑の党	3822	0.66
2020	ハワイ	HI	その他	アメリカ・ショッピング党	1183	0.20
2020	ハワイ	HI	その他	憲法党	931	0.16
2020	ハワイ	HI	その他		4927	0.85
2020	ハワイ	HI	その他		388	0.07
2020	アイダホ	ID	民主党	民主党	287021	33.07
2020	アイダホ	ID	共和党	共和党	554119	63.84
2020	アイダホ	ID	リバタリアン党	リバタリアン党	16404	1.89
2020	アイダホ	ID	その他	緑の党	407	0.05
2020	アイダホ	ID	その他	無所属	2808	0.32
2020	アイダホ	ID	その他	憲法党	1886	0.22
2020	アイダホ	ID	その他	無所属	1491	0.17
2020	アイダホ	ID	その他	無所属	3632	0.42
2020	アイダホ	ID	その他	社会主義解放党	49	0.01
2020	アイダホ	ID	その他	アメリカ連帯党	163	0.02
2020	アイダホ	ID	その他	無所属	1	0.00
2020	アイダホ	ID	その他		1	0.00
2020	アイダホ	ID	その他	無所属	7	0.00
2020	アイダホ	ID	その他		4	0.00
2020	アイダホ	ID	その他	無所属	21	0.00
2020	イリノイ	IL	民主党	民主党	3471915	57.54
2020	イリノイ	IL	共和党	共和党	2446891	40.55
2020	イリノイ	IL	リバタリアン党	リバタリアン党	66544	1.10
2020	イリノイ	IL	その他	緑の党	30494	0.51
2020	イリノイ	IL	その他	アメリカ連帯党	9548	0.16
2020	イリノイ	IL	その他	社会主義解放党	8046	0.13
2020	イリノイ	IL	その他		84	0.00
2020	イリノイ	IL	その他	無所属	78	0.00
2020	イリノイ	IL	その他	無所属	75	0.00
2020	イリノイ	IL	その他	無所属	18	0.00
2020	イリノイ	IL	その他	憲法党	18	0.00
2020	イリノイ	IL	その他		8	0.00
2020	イリノイ	IL	その他		7	0.00
2020	イリノイ	IL	その他	無所属	5	0.00
2020	イリノイ	IL	その他		4	0.00
2020	イリノイ	IL	その他	無所属	3	0.00
2020	イリノイ	IL	その他		2	0.00
2020	イリノイ	IL	その他		1	0.00
2020	イリノイ	IL	その他		1	0.00
2020	イリノイ	IL	その他		1	0.00
2020	インディアナ	IN	民主党	民主党	1242416	40.96
2020	インディアナ	IN	共和党	共和党	1729519	57.02
2020	インディアナ	IN	リバタリアン党	リバタリアン党	59232	1.95
2020	インディアナ	IN	その他	緑の党	988	0.03
2020	インディアナ	IN	その他	アメリカ連帯党	893	0.03
2020	インディアナ	IN	その他		23	0.00
2020	インディアナ	IN	その他		17	0.00
2020	インディアナ	IN	その他		13	0.00
2020	インディアナ	IN	その他		5	0.00
2020	インディアナ	IN	その他		4	0.00
2020	インディアナ	IN	その他		4	0.00
2020	インディアナ	IN	その他		2	0.00
2020	インディアナ	IN	その他		1	0.00
2020	インディアナ	IN	その他	無所属	1	0.00
2020	アイオワ	IA	共和党	共和党	897672	52.80
2020	アイオワ	IA	民主党	民主党	759061	44.65
2020	アイオワ	IA	その他	無所属	1082	0.06
2020	アイオワ	IA	その他	憲法党	1707	0.10
2020	アイオワ	IA	その他	家系を知ろう党	546	0.03
2020	アイオワ	IA	その他	緑の党	3075	0.18
2020	アイオワ	IA	リバタリアン党	リバタリアン党	19637	1.16
2020	アイオワ	IA	その他	無所属	544	0.03
2020	アイオワ	IA	その他	無所属	3210	0.19
2020	アイオワ	IA	その他		4337	0.26
2020	アイオワ	IA	その他		6614	0.39
2020	アイオワ	IA	その他		2645	0.16
2020	カンザス	KS	共和党	共和党	771406	56.21
2020	カンザス	KS	民主党	民主党	570323	41.56
2020	カンザス	KS	リバタリアン党	リバタリアン党	30574	2.23
2020	ケンタッキー	KY	共和党	共和党	1326646	62.09
2020	ケンタッキー	KY	民主党	民主党	772474	36.15
2020	ケンタッキー	KY	リバタリアン党	リバタリアン党	26234	1.23
2020	ケンタッキー	KY	その他	無所属	6483	0.30
2020	ケンタッキー	KY	その他	無所属	3599	0.17
2020	ケンタッキー	KY	その他	緑の党	716	0.03
